Date,Sector,Value,Region,Short_Code
2019,"Business, building and other support services",2400,Atlantic,PE
2019,Construction,6400,Atlantic,PE
2019,Educational services,5400,Atlantic,PE
2019,"Finance, insurance, real estate, rental and leasing",2900,Atlantic,PE
2019,"Forestry, fishing, mining, quarrying, oil and gas",2300,Atlantic,PE
2019,Health care and social assistance ,11100,Atlantic,PE
2019,"Information, culture and recreation ",2200,Atlantic,PE
2019,Manufacturing,6500,Atlantic,PE
2019,Other services (except public administration),3200,Atlantic,PE
2019,"Professional, scientific and technical services",3500,Atlantic,PE
2019,Public administration,7700,Atlantic,PE
2019,Transportation and warehousing,2900,Atlantic,PE
2019,Utilities,300,Atlantic,PE
2019,Wholesale and retail trade,11200,Atlantic,PE
1976,Accommodation and food services,111100,Central,QC
1976,Agriculture,70800,Central,QC
1976,"Business, building and other support services",38900,Central,QC
1976,Construction,155900,Central,QC
1976,Educational services,182000,Central,QC
1976,"Finance, insurance, real estate, rental and leasing",124100,Central,QC
1976,"Forestry, fishing, mining, quarrying, oil and gas",53300,Central,QC
1976,Health care and social assistance ,207600,Central,QC
1976,"Information, culture and recreation ",79400,Central,QC
1976,Manufacturing,589400,Central,QC
1976,Other services (except public administration),128000,Central,QC
1976,"Professional, scientific and technical services",66300,Central,QC
1976,Public administration,158200,Central,QC
1976,Transportation and warehousing,151500,Central,QC
1976,Utilities,24900,Central,QC
1976,Wholesale and retail trade,402100,Central,QC
1977,Accommodation and food services,116400,Central,QC
1977,Agriculture,64300,Central,QC
1977,"Business, building and other support services",40300,Central,QC
1977,Construction,158800,Central,QC
1977,Educational services,190200,Central,QC
1977,"Finance, insurance, real estate, rental and leasing",144200,Central,QC
1977,"Forestry, fishing, mining, quarrying, oil and gas",52300,Central,QC
1977,Health care and social assistance ,214800,Central,QC
1977,"Information, culture and recreation ",88700,Central,QC
1977,Manufacturing,563600,Central,QC
1977,Other services (except public administration),126500,Central,QC
1977,"Professional, scientific and technical services",66300,Central,QC
1977,Public administration,169400,Central,QC
1977,Transportation and warehousing,135300,Central,QC
1977,Utilities,23200,Central,QC
1977,Wholesale and retail trade,401700,Central,QC
1978,Accommodation and food services,120800,Central,QC
1978,Agriculture,60400,Central,QC
1978,"Business, building and other support services",46200,Central,QC
1978,Construction,146100,Central,QC
1978,Educational services,184000,Central,QC
1978,"Finance, insurance, real estate, rental and leasing",152300,Central,QC
1978,"Forestry, fishing, mining, quarrying, oil and gas",54100,Central,QC
1978,Health care and social assistance ,222800,Central,QC
1978,"Information, culture and recreation ",88000,Central,QC
1978,Manufacturing,566700,Central,QC
1978,Other services (except public administration),131800,Central,QC
1978,"Professional, scientific and technical services",69600,Central,QC
1978,Public administration,175000,Central,QC
1978,Transportation and warehousing,143100,Central,QC
1978,Utilities,24500,Central,QC
1978,Wholesale and retail trade,410800,Central,QC
1979,Accommodation and food services,137800,Central,QC
1979,Agriculture,60500,Central,QC
1979,"Business, building and other support services",49100,Central,QC
1979,Construction,131600,Central,QC
1979,Educational services,190500,Central,QC
1979,"Finance, insurance, real estate, rental and leasing",145400,Central,QC
1979,"Forestry, fishing, mining, quarrying, oil and gas",55700,Central,QC
1979,Health care and social assistance ,234500,Central,QC
1979,"Information, culture and recreation ",92400,Central,QC
1979,Manufacturing,603000,Central,QC
1979,Other services (except public administration),129000,Central,QC
1979,"Professional, scientific and technical services",76500,Central,QC
1979,Public administration,175300,Central,QC
1979,Transportation and warehousing,161300,Central,QC
1979,Utilities,25000,Central,QC
1979,Wholesale and retail trade,424400,Central,QC
1980,Accommodation and food services,149000,Central,QC
1980,Agriculture,62600,Central,QC
1980,"Business, building and other support services",46000,Central,QC
1980,Construction,126400,Central,QC
1980,Educational services,187800,Central,QC
1980,"Finance, insurance, real estate, rental and leasing",155500,Central,QC
1980,"Forestry, fishing, mining, quarrying, oil and gas",53300,Central,QC
1980,Health care and social assistance ,253600,Central,QC
1980,"Information, culture and recreation ",91000,Central,QC
1980,Manufacturing,619700,Central,QC
1980,Other services (except public administration),134300,Central,QC
1980,"Professional, scientific and technical services",73800,Central,QC
1980,Public administration,176700,Central,QC
1980,Transportation and warehousing,167800,Central,QC
1980,Utilities,29300,Central,QC
1980,Wholesale and retail trade,429300,Central,QC
1981,Accommodation and food services,150100,Central,QC
1981,Agriculture,63400,Central,QC
1981,"Business, building and other support services",45600,Central,QC
1981,Construction,127900,Central,QC
1981,Educational services,192800,Central,QC
1981,"Finance, insurance, real estate, rental and leasing",165500,Central,QC
1981,"Forestry, fishing, mining, quarrying, oil and gas",51600,Central,QC
1981,Health care and social assistance ,261100,Central,QC
1981,"Information, culture and recreation ",92600,Central,QC
1981,Manufacturing,591900,Central,QC
1981,Other services (except public administration),142500,Central,QC
1981,"Professional, scientific and technical services",81700,Central,QC
1981,Public administration,184300,Central,QC
1981,Transportation and warehousing,162500,Central,QC
1981,Utilities,30900,Central,QC
1981,Wholesale and retail trade,447100,Central,QC
1982,Accommodation and food services,149000,Central,QC
1982,Agriculture,67100,Central,QC
1982,"Business, building and other support services",44200,Central,QC
1982,Construction,121500,Central,QC
1982,Educational services,187000,Central,QC
1982,"Finance, insurance, real estate, rental and leasing",162800,Central,QC
1982,"Forestry, fishing, mining, quarrying, oil and gas",43500,Central,QC
1982,Health care and social assistance ,256300,Central,QC
1982,"Information, culture and recreation ",94700,Central,QC
1982,Manufacturing,515600,Central,QC
1982,Other services (except public administration),138000,Central,QC
1982,"Professional, scientific and technical services",83200,Central,QC
1982,Public administration,175100,Central,QC
1982,Transportation and warehousing,145200,Central,QC
1982,Utilities,29100,Central,QC
1982,Wholesale and retail trade,427700,Central,QC
1983,Accommodation and food services,157800,Central,QC
1983,Agriculture,66800,Central,QC
1983,"Business, building and other support services",44900,Central,QC
1983,Construction,128200,Central,QC
1983,Educational services,184800,Central,QC
1983,"Finance, insurance, real estate, rental and leasing",160000,Central,QC
1983,"Forestry, fishing, mining, quarrying, oil and gas",46400,Central,QC
1983,Health care and social assistance ,261600,Central,QC
1983,"Information, culture and recreation ",95900,Central,QC
1983,Manufacturing,520200,Central,QC
1983,Other services (except public administration),143600,Central,QC
1983,"Professional, scientific and technical services",85000,Central,QC
1983,Public administration,186000,Central,QC
1983,Transportation and warehousing,140500,Central,QC
1983,Utilities,26400,Central,QC
1983,Wholesale and retail trade,435900,Central,QC
1984,Accommodation and food services,151700,Central,QC
1984,Agriculture,67100,Central,QC
1984,"Business, building and other support services",54400,Central,QC
1984,Construction,128000,Central,QC
1984,Educational services,184000,Central,QC
1984,"Finance, insurance, real estate, rental and leasing",170500,Central,QC
1984,"Forestry, fishing, mining, quarrying, oil and gas",53400,Central,QC
1984,Health care and social assistance ,263800,Central,QC
1984,"Information, culture and recreation ",92000,Central,QC
1984,Manufacturing,538800,Central,QC
1984,Other services (except public administration),155600,Central,QC
1984,"Professional, scientific and technical services",90500,Central,QC
1984,Public administration,194800,Central,QC
1984,Transportation and warehousing,143900,Central,QC
1984,Utilities,24500,Central,QC
1984,Wholesale and retail trade,449600,Central,QC
1985,Accommodation and food services,157700,Central,QC
1985,Agriculture,70200,Central,QC
1985,"Business, building and other support services",63000,Central,QC
1985,Construction,141700,Central,QC
1985,Educational services,185500,Central,QC
1985,"Finance, insurance, real estate, rental and leasing",169700,Central,QC
1985,"Forestry, fishing, mining, quarrying, oil and gas",45400,Central,QC
1985,Health care and social assistance ,277100,Central,QC
1985,"Information, culture and recreation ",98000,Central,QC
1985,Manufacturing,541100,Central,QC
1985,Other services (except public administration),157500,Central,QC
1985,"Professional, scientific and technical services",100100,Central,QC
1985,Public administration,197400,Central,QC
1985,Transportation and warehousing,144900,Central,QC
1985,Utilities,28300,Central,QC
1985,Wholesale and retail trade,471000,Central,QC
1986,Accommodation and food services,171400,Central,QC
1986,Agriculture,79300,Central,QC
1986,"Business, building and other support services",66200,Central,QC
1986,Construction,147400,Central,QC
1986,Educational services,185700,Central,QC
1986,"Finance, insurance, real estate, rental and leasing",169600,Central,QC
1986,"Forestry, fishing, mining, quarrying, oil and gas",40300,Central,QC
1986,Health care and social assistance ,286100,Central,QC
1986,"Information, culture and recreation ",97800,Central,QC
1986,Manufacturing,574100,Central,QC
1986,Other services (except public administration),155600,Central,QC
1986,"Professional, scientific and technical services",99000,Central,QC
1986,Public administration,200900,Central,QC
1986,Transportation and warehousing,143400,Central,QC
1986,Utilities,25800,Central,QC
1986,Wholesale and retail trade,490900,Central,QC
1987,Accommodation and food services,175900,Central,QC
1987,Agriculture,79300,Central,QC
1987,"Business, building and other support services",62000,Central,QC
1987,Construction,166000,Central,QC
1987,Educational services,193600,Central,QC
1987,"Finance, insurance, real estate, rental and leasing",179200,Central,QC
1987,"Forestry, fishing, mining, quarrying, oil and gas",38000,Central,QC
1987,Health care and social assistance ,303800,Central,QC
1987,"Information, culture and recreation ",112200,Central,QC
1987,Manufacturing,571700,Central,QC
1987,Other services (except public administration),165200,Central,QC
1987,"Professional, scientific and technical services",107600,Central,QC
1987,Public administration,188700,Central,QC
1987,Transportation and warehousing,162100,Central,QC
1987,Utilities,24700,Central,QC
1987,Wholesale and retail trade,492100,Central,QC
1988,Accommodation and food services,170400,Central,QC
1988,Agriculture,73600,Central,QC
1988,"Business, building and other support services",66700,Central,QC
1988,Construction,185000,Central,QC
1988,Educational services,201100,Central,QC
1988,"Finance, insurance, real estate, rental and leasing",183100,Central,QC
1988,"Forestry, fishing, mining, quarrying, oil and gas",43700,Central,QC
1988,Health care and social assistance ,303100,Central,QC
1988,"Information, culture and recreation ",109200,Central,QC
1988,Manufacturing,582000,Central,QC
1988,Other services (except public administration),162500,Central,QC
1988,"Professional, scientific and technical services",113600,Central,QC
1988,Public administration,192500,Central,QC
1988,Transportation and warehousing,172700,Central,QC
1988,Utilities,26100,Central,QC
1988,Wholesale and retail trade,496200,Central,QC
1989,Accommodation and food services,170600,Central,QC
1989,Agriculture,66100,Central,QC
1989,"Business, building and other support services",68100,Central,QC
1989,Construction,181200,Central,QC
1989,Educational services,201800,Central,QC
1989,"Finance, insurance, real estate, rental and leasing",185300,Central,QC
1989,"Forestry, fishing, mining, quarrying, oil and gas",47500,Central,QC
1989,Health care and social assistance ,312100,Central,QC
1989,"Information, culture and recreation ",110900,Central,QC
1989,Manufacturing,610100,Central,QC
1989,Other services (except public administration),164800,Central,QC
1989,"Professional, scientific and technical services",116100,Central,QC
1989,Public administration,198700,Central,QC
1989,Transportation and warehousing,163900,Central,QC
1989,Utilities,28200,Central,QC
1989,Wholesale and retail trade,503400,Central,QC
1990,Accommodation and food services,179800,Central,QC
1990,Agriculture,65500,Central,QC
1990,"Business, building and other support services",71000,Central,QC
1990,Construction,177900,Central,QC
1990,Educational services,201300,Central,QC
1990,"Finance, insurance, real estate, rental and leasing",185100,Central,QC
1990,"Forestry, fishing, mining, quarrying, oil and gas",48200,Central,QC
1990,Health care and social assistance ,326500,Central,QC
1990,"Information, culture and recreation ",113200,Central,QC
1990,Manufacturing,596400,Central,QC
1990,Other services (except public administration),156700,Central,QC
1990,"Professional, scientific and technical services",115100,Central,QC
1990,Public administration,212500,Central,QC
1990,Transportation and warehousing,151800,Central,QC
1990,Utilities,31600,Central,QC
1990,Wholesale and retail trade,507600,Central,QC
1991,Accommodation and food services,178200,Central,QC
1991,Agriculture,67300,Central,QC
1991,"Business, building and other support services",67600,Central,QC
1991,Construction,156300,Central,QC
1991,Educational services,197300,Central,QC
1991,"Finance, insurance, real estate, rental and leasing",189500,Central,QC
1991,"Forestry, fishing, mining, quarrying, oil and gas",46100,Central,QC
1991,Health care and social assistance ,333700,Central,QC
1991,"Information, culture and recreation ",110300,Central,QC
1991,Manufacturing,548100,Central,QC
1991,Other services (except public administration),147500,Central,QC
1991,"Professional, scientific and technical services",126500,Central,QC
1991,Public administration,217600,Central,QC
1991,Transportation and warehousing,144800,Central,QC
1991,Utilities,32500,Central,QC
1991,Wholesale and retail trade,521100,Central,QC
1992,Accommodation and food services,177200,Central,QC
1992,Agriculture,63300,Central,QC
1992,"Business, building and other support services",67100,Central,QC
1992,Construction,147700,Central,QC
1992,Educational services,208200,Central,QC
1992,"Finance, insurance, real estate, rental and leasing",187400,Central,QC
1992,"Forestry, fishing, mining, quarrying, oil and gas",41900,Central,QC
1992,Health care and social assistance ,339500,Central,QC
1992,"Information, culture and recreation ",107000,Central,QC
1992,Manufacturing,530000,Central,QC
1992,Other services (except public administration),148700,Central,QC
1992,"Professional, scientific and technical services",121500,Central,QC
1992,Public administration,219900,Central,QC
1992,Transportation and warehousing,141900,Central,QC
1992,Utilities,33300,Central,QC
1992,Wholesale and retail trade,503800,Central,QC
1993,Accommodation and food services,183200,Central,QC
1993,Agriculture,65100,Central,QC
1993,"Business, building and other support services",69600,Central,QC
1993,Construction,140700,Central,QC
1993,Educational services,208000,Central,QC
1993,"Finance, insurance, real estate, rental and leasing",188800,Central,QC
1993,"Forestry, fishing, mining, quarrying, oil and gas",38100,Central,QC
1993,Health care and social assistance ,342500,Central,QC
1993,"Information, culture and recreation ",108800,Central,QC
1993,Manufacturing,522200,Central,QC
1993,Other services (except public administration),155700,Central,QC
1993,"Professional, scientific and technical services",127700,Central,QC
1993,Public administration,223700,Central,QC
1993,Transportation and warehousing,142900,Central,QC
1993,Utilities,33000,Central,QC
1993,Wholesale and retail trade,480900,Central,QC
1994,Accommodation and food services,183000,Central,QC
1994,Agriculture,75100,Central,QC
1994,"Business, building and other support services",76300,Central,QC
1994,Construction,144800,Central,QC
1994,Educational services,216900,Central,QC
1994,"Finance, insurance, real estate, rental and leasing",189900,Central,QC
1994,"Forestry, fishing, mining, quarrying, oil and gas",44900,Central,QC
1994,Health care and social assistance ,342100,Central,QC
1994,"Information, culture and recreation ",111300,Central,QC
1994,Manufacturing,532400,Central,QC
1994,Other services (except public administration),163000,Central,QC
1994,"Professional, scientific and technical services",132000,Central,QC
1994,Public administration,208600,Central,QC
1994,Transportation and warehousing,144600,Central,QC
1994,Utilities,33000,Central,QC
1994,Wholesale and retail trade,496700,Central,QC
1995,Accommodation and food services,181000,Central,QC
1995,Agriculture,69200,Central,QC
1995,"Business, building and other support services",87000,Central,QC
1995,Construction,138100,Central,QC
1995,Educational services,222300,Central,QC
1995,"Finance, insurance, real estate, rental and leasing",193400,Central,QC
1995,"Forestry, fishing, mining, quarrying, oil and gas",47300,Central,QC
1995,Health care and social assistance ,349400,Central,QC
1995,"Information, culture and recreation ",113600,Central,QC
1995,Manufacturing,553600,Central,QC
1995,Other services (except public administration),155500,Central,QC
1995,"Professional, scientific and technical services",141000,Central,QC
1995,Public administration,201100,Central,QC
1995,Transportation and warehousing,146800,Central,QC
1995,Utilities,32200,Central,QC
1995,Wholesale and retail trade,503900,Central,QC
1996,Accommodation and food services,180800,Central,QC
1996,Agriculture,65000,Central,QC
1996,"Business, building and other support services",91200,Central,QC
1996,Construction,134800,Central,QC
1996,Educational services,226100,Central,QC
1996,"Finance, insurance, real estate, rental and leasing",197000,Central,QC
1996,"Forestry, fishing, mining, quarrying, oil and gas",40900,Central,QC
1996,Health care and social assistance ,343800,Central,QC
1996,"Information, culture and recreation ",125800,Central,QC
1996,Manufacturing,542200,Central,QC
1996,Other services (except public administration),154200,Central,QC
1996,"Professional, scientific and technical services",146400,Central,QC
1996,Public administration,199000,Central,QC
1996,Transportation and warehousing,147000,Central,QC
1996,Utilities,34200,Central,QC
1996,Wholesale and retail trade,504300,Central,QC
1997,Accommodation and food services,188700,Central,QC
1997,Agriculture,62000,Central,QC
1997,"Business, building and other support services",88000,Central,QC
1997,Construction,124100,Central,QC
1997,Educational services,219400,Central,QC
1997,"Finance, insurance, real estate, rental and leasing",194800,Central,QC
1997,"Forestry, fishing, mining, quarrying, oil and gas",40900,Central,QC
1997,Health care and social assistance ,330800,Central,QC
1997,"Information, culture and recreation ",131000,Central,QC
1997,Manufacturing,583900,Central,QC
1997,Other services (except public administration),163900,Central,QC
1997,"Professional, scientific and technical services",160700,Central,QC
1997,Public administration,202700,Central,QC
1997,Transportation and warehousing,154500,Central,QC
1997,Utilities,30100,Central,QC
1997,Wholesale and retail trade,499100,Central,QC
1998,Accommodation and food services,203300,Central,QC
1998,Agriculture,67300,Central,QC
1998,"Business, building and other support services",100300,Central,QC
1998,Construction,122600,Central,QC
1998,Educational services,229900,Central,QC
1998,"Finance, insurance, real estate, rental and leasing",178500,Central,QC
1998,"Forestry, fishing, mining, quarrying, oil and gas",45300,Central,QC
1998,Health care and social assistance ,331900,Central,QC
1998,"Information, culture and recreation ",133300,Central,QC
1998,Manufacturing,605700,Central,QC
1998,Other services (except public administration),169600,Central,QC
1998,"Professional, scientific and technical services",183700,Central,QC
1998,Public administration,199100,Central,QC
1998,Transportation and warehousing,159900,Central,QC
1998,Utilities,29200,Central,QC
1998,Wholesale and retail trade,498300,Central,QC
1999,Accommodation and food services,196400,Central,QC
1999,Agriculture,62200,Central,QC
1999,"Business, building and other support services",100100,Central,QC
1999,Construction,129600,Central,QC
1999,Educational services,231400,Central,QC
1999,"Finance, insurance, real estate, rental and leasing",175300,Central,QC
1999,"Forestry, fishing, mining, quarrying, oil and gas",37500,Central,QC
1999,Health care and social assistance ,351200,Central,QC
1999,"Information, culture and recreation ",140300,Central,QC
1999,Manufacturing,629000,Central,QC
1999,Other services (except public administration),175100,Central,QC
1999,"Professional, scientific and technical services",196200,Central,QC
1999,Public administration,203300,Central,QC
1999,Transportation and warehousing,160500,Central,QC
1999,Utilities,26600,Central,QC
1999,Wholesale and retail trade,511900,Central,QC
2000,Accommodation and food services,202700,Central,QC
2000,Agriculture,62100,Central,QC
2000,"Business, building and other support services",107000,Central,QC
2000,Construction,139300,Central,QC
2000,Educational services,220500,Central,QC
2000,"Finance, insurance, real estate, rental and leasing",180800,Central,QC
2000,"Forestry, fishing, mining, quarrying, oil and gas",39900,Central,QC
2000,Health care and social assistance ,375800,Central,QC
2000,"Information, culture and recreation ",145000,Central,QC
2000,Manufacturing,629000,Central,QC
2000,Other services (except public administration),165700,Central,QC
2000,"Professional, scientific and technical services",195100,Central,QC
2000,Public administration,208100,Central,QC
2000,Transportation and warehousing,168400,Central,QC
2000,Utilities,27900,Central,QC
2000,Wholesale and retail trade,534300,Central,QC
2001,Accommodation and food services,205300,Central,QC
2001,Agriculture,57000,Central,QC
2001,"Business, building and other support services",110000,Central,QC
2001,Construction,136200,Central,QC
2001,Educational services,224300,Central,QC
2001,"Finance, insurance, real estate, rental and leasing",182300,Central,QC
2001,"Forestry, fishing, mining, quarrying, oil and gas",36900,Central,QC
2001,Health care and social assistance ,388000,Central,QC
2001,"Information, culture and recreation ",158200,Central,QC
2001,Manufacturing,627700,Central,QC
2001,Other services (except public administration),154400,Central,QC
2001,"Professional, scientific and technical services",204400,Central,QC
2001,Public administration,215000,Central,QC
2001,Transportation and warehousing,172300,Central,QC
2001,Utilities,29200,Central,QC
2001,Wholesale and retail trade,540200,Central,QC
2002,Accommodation and food services,203900,Central,QC
2002,Agriculture,62100,Central,QC
2002,"Business, building and other support services",125700,Central,QC
2002,Construction,154400,Central,QC
2002,Educational services,235900,Central,QC
2002,"Finance, insurance, real estate, rental and leasing",191400,Central,QC
2002,"Forestry, fishing, mining, quarrying, oil and gas",40300,Central,QC
2002,Health care and social assistance ,410000,Central,QC
2002,"Information, culture and recreation ",157300,Central,QC
2002,Manufacturing,649200,Central,QC
2002,Other services (except public administration),163900,Central,QC
2002,"Professional, scientific and technical services",207000,Central,QC
2002,Public administration,213300,Central,QC
2002,Transportation and warehousing,156700,Central,QC
2002,Utilities,30200,Central,QC
2002,Wholesale and retail trade,562900,Central,QC
2003,Accommodation and food services,213300,Central,QC
2003,Agriculture,56800,Central,QC
2003,"Business, building and other support services",116300,Central,QC
2003,Construction,167500,Central,QC
2003,Educational services,246100,Central,QC
2003,"Finance, insurance, real estate, rental and leasing",185700,Central,QC
2003,"Forestry, fishing, mining, quarrying, oil and gas",39100,Central,QC
2003,Health care and social assistance ,425900,Central,QC
2003,"Information, culture and recreation ",161600,Central,QC
2003,Manufacturing,628200,Central,QC
2003,Other services (except public administration),165200,Central,QC
2003,"Professional, scientific and technical services",211600,Central,QC
2003,Public administration,211600,Central,QC
2003,Transportation and warehousing,170100,Central,QC
2003,Utilities,31700,Central,QC
2003,Wholesale and retail trade,598200,Central,QC
2004,Accommodation and food services,207700,Central,QC
2004,Agriculture,51300,Central,QC
2004,"Business, building and other support services",115200,Central,QC
2004,Construction,164200,Central,QC
2004,Educational services,236900,Central,QC
2004,"Finance, insurance, real estate, rental and leasing",199300,Central,QC
2004,"Forestry, fishing, mining, quarrying, oil and gas",36100,Central,QC
2004,Health care and social assistance ,438200,Central,QC
2004,"Information, culture and recreation ",164100,Central,QC
2004,Manufacturing,630700,Central,QC
2004,Other services (except public administration),169000,Central,QC
2004,"Professional, scientific and technical services",222000,Central,QC
2004,Public administration,216600,Central,QC
2004,Transportation and warehousing,178500,Central,QC
2004,Utilities,32200,Central,QC
2004,Wholesale and retail trade,613600,Central,QC
2005,Accommodation and food services,216400,Central,QC
2005,Agriculture,60800,Central,QC
2005,"Business, building and other support services",128600,Central,QC
2005,Construction,178200,Central,QC
2005,Educational services,244100,Central,QC
2005,"Finance, insurance, real estate, rental and leasing",203900,Central,QC
2005,"Forestry, fishing, mining, quarrying, oil and gas",39700,Central,QC
2005,Health care and social assistance ,440600,Central,QC
2005,"Information, culture and recreation ",163200,Central,QC
2005,Manufacturing,615600,Central,QC
2005,Other services (except public administration),161300,Central,QC
2005,"Professional, scientific and technical services",223800,Central,QC
2005,Public administration,215900,Central,QC
2005,Transportation and warehousing,164600,Central,QC
2005,Utilities,31500,Central,QC
2005,Wholesale and retail trade,617400,Central,QC
2006,Accommodation and food services,215600,Central,QC
2006,Agriculture,65200,Central,QC
2006,"Business, building and other support services",138400,Central,QC
2006,Construction,186100,Central,QC
2006,Educational services,259100,Central,QC
2006,"Finance, insurance, real estate, rental and leasing",218100,Central,QC
2006,"Forestry, fishing, mining, quarrying, oil and gas",38900,Central,QC
2006,Health care and social assistance ,452600,Central,QC
2006,"Information, culture and recreation ",158100,Central,QC
2006,Manufacturing,579900,Central,QC
2006,Other services (except public administration),158000,Central,QC
2006,"Professional, scientific and technical services",234000,Central,QC
2006,Public administration,214100,Central,QC
2006,Transportation and warehousing,167400,Central,QC
2006,Utilities,30100,Central,QC
2006,Wholesale and retail trade,627400,Central,QC
2007,Accommodation and food services,237700,Central,QC
2007,Agriculture,65700,Central,QC
2007,"Business, building and other support services",146600,Central,QC
2007,Construction,196700,Central,QC
2007,Educational services,253900,Central,QC
2007,"Finance, insurance, real estate, rental and leasing",225100,Central,QC
2007,"Forestry, fishing, mining, quarrying, oil and gas",35400,Central,QC
2007,Health care and social assistance ,456600,Central,QC
2007,"Information, culture and recreation ",169900,Central,QC
2007,Manufacturing,544100,Central,QC
2007,Other services (except public administration),178100,Central,QC
2007,"Professional, scientific and technical services",252200,Central,QC
2007,Public administration,220000,Central,QC
2007,Transportation and warehousing,180200,Central,QC
2007,Utilities,32500,Central,QC
2007,Wholesale and retail trade,644400,Central,QC
2008,Accommodation and food services,256100,Central,QC
2008,Agriculture,64700,Central,QC
2008,"Business, building and other support services",137900,Central,QC
2008,Construction,215700,Central,QC
2008,Educational services,250800,Central,QC
2008,"Finance, insurance, real estate, rental and leasing",229200,Central,QC
2008,"Forestry, fishing, mining, quarrying, oil and gas",34300,Central,QC
2008,Health care and social assistance ,471700,Central,QC
2008,"Information, culture and recreation ",169200,Central,QC
2008,Manufacturing,533300,Central,QC
2008,Other services (except public administration),182000,Central,QC
2008,"Professional, scientific and technical services",262400,Central,QC
2008,Public administration,225000,Central,QC
2008,Transportation and warehousing,183800,Central,QC
2008,Utilities,32100,Central,QC
2008,Wholesale and retail trade,634700,Central,QC
2009,Accommodation and food services,246500,Central,QC
2009,Agriculture,62400,Central,QC
2009,"Business, building and other support services",145300,Central,QC
2009,Construction,213300,Central,QC
2009,Educational services,255300,Central,QC
2009,"Finance, insurance, real estate, rental and leasing",233600,Central,QC
2009,"Forestry, fishing, mining, quarrying, oil and gas",31400,Central,QC
2009,Health care and social assistance ,486600,Central,QC
2009,"Information, culture and recreation ",166800,Central,QC
2009,Manufacturing,518500,Central,QC
2009,Other services (except public administration),180300,Central,QC
2009,"Professional, scientific and technical services",267800,Central,QC
2009,Public administration,222900,Central,QC
2009,Transportation and warehousing,173600,Central,QC
2009,Utilities,35500,Central,QC
2009,Wholesale and retail trade,614300,Central,QC
2010,Accommodation and food services,254100,Central,QC
2010,Agriculture,55700,Central,QC
2010,"Business, building and other support services",148400,Central,QC
2010,Construction,234000,Central,QC
2010,Educational services,261900,Central,QC
2010,"Finance, insurance, real estate, rental and leasing",233000,Central,QC
2010,"Forestry, fishing, mining, quarrying, oil and gas",31600,Central,QC
2010,Health care and social assistance ,506200,Central,QC
2010,"Information, culture and recreation ",173700,Central,QC
2010,Manufacturing,500500,Central,QC
2010,Other services (except public administration),176100,Central,QC
2010,"Professional, scientific and technical services",296600,Central,QC
2010,Public administration,226100,Central,QC
2010,Transportation and warehousing,164700,Central,QC
2010,Utilities,35100,Central,QC
2010,Wholesale and retail trade,640400,Central,QC
2011,Accommodation and food services,263800,Central,QC
2011,Agriculture,55300,Central,QC
2011,"Business, building and other support services",152600,Central,QC
2011,Construction,250200,Central,QC
2011,Educational services,264300,Central,QC
2011,"Finance, insurance, real estate, rental and leasing",227100,Central,QC
2011,"Forestry, fishing, mining, quarrying, oil and gas",33700,Central,QC
2011,Health care and social assistance ,517300,Central,QC
2011,"Information, culture and recreation ",171500,Central,QC
2011,Manufacturing,491200,Central,QC
2011,Other services (except public administration),175600,Central,QC
2011,"Professional, scientific and technical services",300400,Central,QC
2011,Public administration,217300,Central,QC
2011,Transportation and warehousing,179200,Central,QC
2011,Utilities,35300,Central,QC
2011,Wholesale and retail trade,641000,Central,QC
2012,Accommodation and food services,261000,Central,QC
2012,Agriculture,55800,Central,QC
2012,"Business, building and other support services",155300,Central,QC
2012,Construction,251900,Central,QC
2012,Educational services,280600,Central,QC
2012,"Finance, insurance, real estate, rental and leasing",220500,Central,QC
2012,"Forestry, fishing, mining, quarrying, oil and gas",36000,Central,QC
2012,Health care and social assistance ,526400,Central,QC
2012,"Information, culture and recreation ",177000,Central,QC
2012,Manufacturing,497200,Central,QC
2012,Other services (except public administration),182300,Central,QC
2012,"Professional, scientific and technical services",301600,Central,QC
2012,Public administration,222000,Central,QC
2012,Transportation and warehousing,180400,Central,QC
2012,Utilities,29400,Central,QC
2012,Wholesale and retail trade,628600,Central,QC
2013,Accommodation and food services,257000,Central,QC
2013,Agriculture,54600,Central,QC
2013,"Business, building and other support services",153500,Central,QC
2013,Construction,272100,Central,QC
2013,Educational services,279900,Central,QC
2013,"Finance, insurance, real estate, rental and leasing",217000,Central,QC
2013,"Forestry, fishing, mining, quarrying, oil and gas",35100,Central,QC
2013,Health care and social assistance ,553800,Central,QC
2013,"Information, culture and recreation ",180500,Central,QC
2013,Manufacturing,494200,Central,QC
2013,Other services (except public administration),180800,Central,QC
2013,"Professional, scientific and technical services",306800,Central,QC
2013,Public administration,217500,Central,QC
2013,Transportation and warehousing,183000,Central,QC
2013,Utilities,29600,Central,QC
2013,Wholesale and retail trade,645200,Central,QC
2014,Accommodation and food services,269700,Central,QC
2014,Agriculture,55800,Central,QC
2014,"Business, building and other support services",155100,Central,QC
2014,Construction,255600,Central,QC
2014,Educational services,274100,Central,QC
2014,"Finance, insurance, real estate, rental and leasing",218200,Central,QC
2014,"Forestry, fishing, mining, quarrying, oil and gas",32600,Central,QC
2014,Health care and social assistance ,569200,Central,QC
2014,"Information, culture and recreation ",181900,Central,QC
2014,Manufacturing,489800,Central,QC
2014,Other services (except public administration),180100,Central,QC
